pub_og_id	og_name	level_taxid	organism_taxid	organism_name	int_prot_id	pub_gene_id	description	"{""status"": ""ok"", ""message"": ""no clusters found"", ""data"": [], ""count"": 0}"
EOG092C00Q9	Ribosomal protein L19/L19e	4751	619300	Spathaspora passalidarum NRRL Y-27907	619300:000127	G3AQR3	Ribosomal protein L19	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	630390	Puccinia triticina 1-1 BBBD Race 1	630390:00278e	J3PUL2	NA	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	630390	Puccinia triticina 1-1 BBBD Race 1	630390:000149	J3PQI4	NA	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	643680	Saccharomyces cerevisiae EC1118	643680:000e8b	C8Z857	Armadillo-like helical	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	643680	Saccharomyces cerevisiae EC1118	643680:00009d	C8Z3W9	Ribosomal protein L19	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	644223	Komagataella pastoris GS115	644223:00063c	C4R7J5	Armadillo-like helical	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	644223	Komagataella pastoris GS115	644223:0001ea	C4R3I6	Ribosomal protein L19/L19e	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	644352	Gaeumannomyces graminis var. tritici R3-111a-1	644352:002579	J3P884	Armadillo-like helical	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	644358	Magnaporthiopsis poae ATCC 64411	644358:001922	M4FRR6	NA	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	644358	Magnaporthiopsis poae ATCC 64411	644358:0002f9	M4FRR5	NA	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	645133	Colletotrichum graminicola M1.001	645133:000e3c	E3QT60	Armadillo-like helical	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	645133	Colletotrichum graminicola M1.001	645133:00026e	E3QT61	Ribosomal protein L19	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	647933	Trichophyton tonsurans CBS 112818	647933:002026	F2RTT6	Armadillo-like helical	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	647933	Trichophyton tonsurans CBS 112818	647933:0002b7	F2RTT7	Ribosomal protein L19	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	650164	Phanerochaete carnosa HHB-10118-sp	650164:0027c0	K5VQ43	Armadillo-like helical	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	650164	Phanerochaete carnosa HHB-10118-sp	650164:000371	K5WN02	Ribosomal protein L19	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	653446	Blastomyces dermatitidis ATCC 18188	653446:0004a3	F2TF35	Armadillo-like helical	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	653667	Schizosaccharomyces cryophilus OY26	653667:000d15	S9W134	Armadillo-like helical	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	653667	Schizosaccharomyces cryophilus OY26	653667:000682	S9X8N1	Ribosomal protein L19/L19e	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	653667	Schizosaccharomyces cryophilus OY26	653667:00004c	S9X874	Ribosomal protein L19/L19e	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	655819	Beauveria bassiana ARSEF 2860	655819:0007bd	J4KMN0	Ribosomal protein L19	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	655827	Metarhizium acridum CQMa 102	655827:000054	E9DTF2	Ribosomal protein L19	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	655844	Metarhizium robertsii ARSEF 23	655844:0005b3	E9F7J4	Ribosomal protein L19	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	655863	Grosmannia clavigera kw1407	655863:000e40	F0XDN4	Armadillo-like helical	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	655863	Grosmannia clavigera kw1407	655863:0004ad	F0XDN5	Ribosomal protein L19	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	656061	Tuber melanosporum Mel28	656061:000b32	D5GBP3	Armadillo-like helical	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	656061	Tuber melanosporum Mel28	656061:00035c	D5GP39	Ribosomal protein L19	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	658429	Pseudogymnoascus destructans 20631-21	658429:0021ca	L8FXL0	Ribosomal protein L19	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	658429	Pseudogymnoascus destructans 20631-21	658429:001775	L8G197	Armadillo-like helical	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	660025	Fusarium oxysporum Fo5176	660025:000b52	F9FRY7	Ribosomal protein L19	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	660122	Nectria haematococca mpVI 77-13-4	660122:0009bb	C7YT83	Ribosomal protein L19	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	663202	Trichophyton verrucosum HKI 0517	663202:000f8f	D4D140	Armadillo-like helical	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	663202	Trichophyton verrucosum HKI 0517	663202:000687	D4D139	Ribosomal protein L19	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	663331	Arthroderma benhamiae CBS 112371	663331:0011a2	D4AU78	Armadillo-like helical	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	663331	Arthroderma benhamiae CBS 112371	663331:000639	D4AU79	Ribosomal protein L19	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	665024	Bipolaris maydis ATCC 48331	665024:002799	N4X0N0	Armadillo-like helical	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	665079	Sclerotinia sclerotiorum 1980 UF-70	665079:002be6	A7EEJ1	Armadillo-like helical	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	665079	Sclerotinia sclerotiorum 1980 UF-70	665079:0007c4	A7EEJ0	Ribosomal protein L19	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	665912	Bipolaris sorokiniana ND90Pr	665912:002800	M2TC01	Armadillo-like helical	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	671144	Wallemia mellicola CBS 633.66	671144:000fab	I4YBD3	Armadillo-like helical	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	671144	Wallemia mellicola CBS 633.66	671144:000358	I4YAI7	Ribosomal protein L19	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	671987	Setosphaeria turcica Et28A	671987:0023e4	R0K9T8	Armadillo-like helical	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	671987	Setosphaeria turcica Et28A	671987:00029b	R0K9A4	Ribosomal protein L19	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	675120	Dothistroma septosporum NZE10	675120:001fcd	N1PKW8	Armadillo-like helical	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	675120	Dothistroma septosporum NZE10	675120:00054b	N1PIJ7	Ribosomal protein L19	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	683840	Microbotryum violaceum p1A1 Lamole	683840:001dc5	U5HDY3	Armadillo-like helical	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	683840	Microbotryum violaceum p1A1 Lamole	683840:00026a	U5GY11	Ribosomal protein L19/L19e domain	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	684364	Batrachochytrium dendrobatidis JAM81	684364:000469	F4P7G3	Armadillo-like helical	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	684364	Batrachochytrium dendrobatidis JAM81	684364:000283	F4PBE1	Ribosomal protein L19	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	692275	Sphaerulina musiva SO2202	692275:000fc5	M3BWX7	Armadillo-like helical	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	692275	Sphaerulina musiva SO2202	692275:0001fa	M3AYV7	Ribosomal protein L19/L19e	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	701091	Bipolaris maydis C5	701091:00151d	M2V516	Armadillo-like helical	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	717646	Baudoinia panamericana UAMH 10762	717646:00287e	M2NA61	Armadillo-like helical	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	717982	Auricularia delicata TFB-10046 SS5	717982:000f75	J0WTH4	Armadillo-like helical	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	721032	Saccharomyces cerevisiae Kyokai no. 7	721032:000ab0	G2WDR1	Armadillo-like helical	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	721032	Saccharomyces cerevisiae Kyokai no. 7	721032:000003	K7_RPL19A	Ribosomal protein L19	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	743788	Fomitopsis pinicola FP-58527 SS1	743788:0007b2	S8F8X1	Ribosomal protein L19	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	743788	Fomitopsis pinicola FP-58527 SS1	743788:000180	S8DZQ3	Armadillo-like helical	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	747089	Rhizophagus irregularis DAOM 181602	747089:0069a6	U9SMS0	Armadillo-like helical	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	747089	Rhizophagus irregularis DAOM 181602	747089:000fca	U9USS1	Ribosomal protein L19	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	747676	Melampsora larici-populina 98AG31	747676:000f7a	F4RLN6	Armadillo-like helical	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	747676	Melampsora larici-populina 98AG31	747676:000357	F4S016	Ribosomal protein L19/L19e	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	756982	Arthrobotrys oligospora ATCC 24927	756982:002367	G1XG93	Armadillo-like helical	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	756982	Arthrobotrys oligospora ATCC 24927	756982:0002cb	G1XT82	Ribosomal protein L19	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	759272	Chaetomium thermophilum var. thermophilum DSM 1495	759272:000286	G0S9T3	Ribosomal protein L19	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	759273	Colletotrichum higginsianum IMI 349063	759273:00289c	H1V748	Armadillo-like helical	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	759273	Colletotrichum higginsianum IMI 349063	759273:002610	H1UZV2	Armadillo-like helical	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	759273	Colletotrichum higginsianum IMI 349063	759273:00026d	H1V747	Ribosomal protein L19	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	764100	Saccharomyces cerevisiae VL3	764100:000870	E7QEH8	Armadillo-like helical	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	764102	Saccharomyces cerevisiae FostersB	764102:0008d8	E7Q0P1	Ribosomal protein L19/L19e domain	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	764103	Mixia osmundae IAM 14324	764103:001a42	G7E8G4	Armadillo-like helical	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	764103	Mixia osmundae IAM 14324	764103:000034	G7DY06	Ribosomal protein L19/L19e	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	771870	Sordaria macrospora k-hell	771870:001576	F7W5L1	Ribosomal protein L19	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	771870	Sordaria macrospora k-hell	771870:0011f5	F7W5L3	Armadillo-like helical	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	858893	Exophiala dermatitidis NIH/UT8656	858893:001a90	H6C1A4	Armadillo-like helical	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	858893	Exophiala dermatitidis NIH/UT8656	858893:00049b	H6BY75	Ribosomal protein L19	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	861557	Pyrenophora teres f. teres 0-1	861557:001288	E3RE64	Armadillo-like helical	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	871575	Ogataea parapolymorpha DL-1	871575:000468	E7RBZ9	NA	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	871575	Ogataea parapolymorpha DL-1	871575:0002a4	E7R6C4	NA	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	889517	Saccharomyces cerevisiae CEN.PK113-7D	889517:000d92	N1PA02	Armadillo-like helical	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	889517	Saccharomyces cerevisiae CEN.PK113-7D	889517:0007f6	N1PAX8	Ribosomal protein L19	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	889517	Saccharomyces cerevisiae CEN.PK113-7D	889517:000653	N1P9F0	Ribosomal protein L19	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	914234	Gelatoporia subvermispora B	914234:0023dd	M2R2C2	NA	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	914234	Gelatoporia subvermispora B	914234:000744	M2QM00	Armadillo-like helical	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	914234	Gelatoporia subvermispora B	914234:00016a	M2PX38	Ribosomal protein L19	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	931890	Eremothecium cymbalariae DBVPG#7215	931890:000647	G8JQ77	Armadillo-like helical	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	931890	Eremothecium cymbalariae DBVPG#7215	931890:0001d8	G8JWP2	Ribosomal protein L19/L19e	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	936046	Agaricus bisporus var. bisporus H97	936046:000ab3	K9I4H0	Armadillo-like helical	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	936046	Agaricus bisporus var. bisporus H97	936046:000384	K9ICR1	Ribosomal protein L19	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	936435	Serpula lacrymans var. lacrymans S7.3	936435:0019f9	F8PRQ8	Armadillo-like helical	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	936435	Serpula lacrymans var. lacrymans S7.3	936435:000219	F8QG86	Ribosomal protein L19	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	981350	Komagataella pastoris CBS 7435	981350:000ceb	F2QZJ7	Armadillo-like helical	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	981350	Komagataella pastoris CBS 7435	981350:0000dc	F2QXG1	Ribosomal protein L19/L19e	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	983506	Rhizoctonia solani AG-1 IA	983506:0022c4	L8X895	Ribosomal protein L19/L19e domain	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	983506	Rhizoctonia solani AG-1 IA	983506:000df7	L8WMM4	Armadillo-like helical	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	985895	Leptosphaeria maculans JN3	985895:002639	E5AF90	Armadillo-like helical	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	985895	Leptosphaeria maculans JN3	985895:00079d	E5ACS4	Ribosomal protein L19	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	993615	Vittaforma corneae ATCC 50505	993615:00079f	L2GQ85	Armadillo-like helical	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	999809	Sporisorium reilianum SRZ2	999809:000f88	E6ZPV1	Armadillo-like helical	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	999809	Sporisorium reilianum SRZ2	999809:000495	E6ZX89	Ribosomal protein L19	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	999810	Botrytis cinerea T4	999810:002173	G2YHH2	Armadillo-like helical	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	999810	Botrytis cinerea T4	999810:0002a9	G2YHH3	Ribosomal protein L19	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	1028729	Fusarium pseudograminearum CS3096	1028729:000308	K3UDG0	Ribosomal protein L19	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	1033177	Aspergillus kawachii IFO 4308	1033177:000691	G7XHG3	Ribosomal protein L19	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	1064592	Naumovozyma castellii CBS 4309	1064592:000b19	G0V9L4	Armadillo-like helical	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	1064592	Naumovozyma castellii CBS 4309	1064592:00000d	NCAS0I01340	Ribosomal protein L19	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	1069680	Pneumocystis murina B123	1069680:000834	M7P787	Armadillo-like helical	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	1069680	Pneumocystis murina B123	1069680:00026e	M7NRJ1	Ribosomal protein L19	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	1071378	Naumovozyma dairenensis CBS 421	1071378:000860	G0W696	Armadillo-like helical	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	1071378	Naumovozyma dairenensis CBS 421	1071378:00023a	NDAI0A07660	Ribosomal protein L19	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	1071378	Naumovozyma dairenensis CBS 421	1071378:00015b	NDAI0A05470	Ribosomal protein L19	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	1071380	Tetrapisispora blattae CBS 6284	1071380:00079e	I2H5D3	Armadillo-like helical	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	1071380	Tetrapisispora blattae CBS 6284	1071380:0004fb	I2H923	Ribosomal protein L19/L19e	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	1071381	Tetrapisispora phaffii CBS 4417	1071381:000dd8	G8BWT6	Armadillo-like helical	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	1071381	Tetrapisispora phaffii CBS 4417	1071381:000315	TPHA0M01330	Ribosomal protein L19	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	1071381	Tetrapisispora phaffii CBS 4417	1071381:0000d6	TPHA0A03810	Ribosomal protein L19	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	1071382	Kazachstania africana CBS 2517	1071382:000dcf	H2ASD3	Armadillo-like helical	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	1071382	Kazachstania africana CBS 2517	1071382:000b2e	KAFR0H01210	Ribosomal protein L19	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	1071382	Kazachstania africana CBS 2517	1071382:0008d3	KAFR0C00230	Ribosomal protein L19	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	1071383	Kazachstania naganishii CBS 8797	1071383:0005a1	J7R8J8	Armadillo-like helical	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	1071383	Kazachstania naganishii CBS 8797	1071383:00000e	J7RR44	Ribosomal protein L19/L19e domain	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	1072389	Marssonina brunnea f. sp. multigermtubi MB_m1	1072389:001be2	K1WNG1	Armadillo-like helical	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	1072389	Marssonina brunnea f. sp. multigermtubi MB_m1	1072389:00054d	K1WLX7	Ribosomal protein L19	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	1076872	Torulaspora delbrueckii CBS 1146	1076872:00126a	G8ZPP1	Armadillo-like helical	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	1076872	Torulaspora delbrueckii CBS 1146	1076872:0005ea	TDEL0F02050	Ribosomal protein L19	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	1076935	Pyronema omphalodes CBS 100304	1076935:003219	U4L1N7	Armadillo-like helical	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	1076935	Pyronema omphalodes CBS 100304	1076935:0014d6	U4LR79	Ribosomal protein L19	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	1078123	Fibroporia radiculosa TFFH 294	1078123:001e44	J4GQB7	NA	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	1078123	Fibroporia radiculosa TFFH 294	1078123:000087	J4HY84	NA	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	1097556	Taphrina deformans PYCC 5710	1097556:00084d	R4XB62	Ribosomal protein L19/L19e domain	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	1104152	Glarea lozoyensis 74030	1104152:0003ef	H0EXI2	Ribosomal protein L19	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	1108050	Rhizoctonia solani AG-1 IB	1108050:0028b7	M5CBN1	Armadillo-like helical	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	1108050	Rhizoctonia solani AG-1 IB	1108050:001cd4	M5CAP8	Armadillo-like helical	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	1108050	Rhizoctonia solani AG-1 IB	1108050:0010c3	RpL19	Ribosomal protein L19	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	1108050	Rhizoctonia solani AG-1 IB	1108050:000025	M5CAT9	Armadillo-like helical	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	1109443	Piriformospora indica DSM 11827	1109443:00264e	G4TSA9	Armadillo-like helical	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	1109443	Piriformospora indica DSM 11827	1109443:0000ef	G4TRC3	Ribosomal protein L19	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	1111077	Claviceps purpurea 20.1	1111077:001fcc	M1W2C7	Armadillo-like helical	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	1116229	Glarea lozoyensis ATCC 20868	1116229:000bfa	S3E9A6	Armadillo-like helical	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	1116229	Glarea lozoyensis ATCC 20868	1116229:0004d6	S3D8S8	Ribosomal protein L19	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	1126212	Macrophomina phaseolina MS6	1126212:0031cf	K2SM08	Armadillo-like helical	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	1126212	Macrophomina phaseolina MS6	1126212:0007a0	K2SXD1	Ribosomal protein L19	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	1128400	Ustilago hordei Uh4857-4	1128400:001466	I2FVU1	Armadillo-like helical	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	1128400	Ustilago hordei Uh4857-4	1128400:0002f6	I2G309	Ribosomal protein L19	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	1130832	Rhodosporidium toruloides NP11	1130832:000a95	M7WVL3	Ribosomal protein L19/L19e domain	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	1130832	Rhodosporidium toruloides NP11	1130832:000743	M7XWZ2	Armadillo-like helical	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	1136231	Candida orthopsilosis Co 90-125	1136231:00124f	H8X4E7	Armadillo-like helical	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	1136231	Candida orthopsilosis Co 90-125	1136231:000280	H8X3Q6	Ribosomal protein L19	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	1143189	Magnaporthe oryzae Y34	1143189:00296d	L7HUM2	Armadillo-like helical	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	1143189	Magnaporthe oryzae Y34	1143189:000ef0	L7I8D2	Armadillo-like helical	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	1143193	Magnaporthe oryzae P131	1143193:000b0d	L7IYJ1	Armadillo-like helical	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	1151754	Pseudozyma antarctica T-34	1151754:0008e5	M9LW75	Armadillo-like helical	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	1151754	Pseudozyma antarctica T-34	1151754:0004e6	M9LSB9	Ribosomal protein L19	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	1160506	Aspergillus oryzae 3.042	1160506:002bf9	I7ZYJ6	Armadillo-like helical	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	1160506	Aspergillus oryzae 3.042	1160506:000154	I7ZYR0	Ribosomal protein L19	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	1160507	Saccharomyces arboricola H-6	1160507:000e43	J8Q888	Armadillo-like helical	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	1168221	Coniosporium apollinis CBS 100218	1168221:0011ef	R7Z145	Armadillo-like helical	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	1170229	Penicillium digitatum PHI26	1170229:0005a3	K9FW86	Ribosomal protein L19	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	1170230	Penicillium digitatum Pd1	1170230:000477	K9FAA6	Ribosomal protein L19	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	1186058	Trichosporon asahii var. asahii CBS 2479	1186058:001043	J6ERA0	Armadillo-like helical	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	1186058	Trichosporon asahii var. asahii CBS 2479	1186058:0005b2	J4UGI3	Ribosomal protein L19	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	1206466	Wickerhamomyces ciferrii NRRL Y-1031	1206466:001352	K0KFA5	Ribosomal protein L19/L19e domain	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	1206466	Wickerhamomyces ciferrii NRRL Y-1031	1206466:001027	K0L060	Armadillo-like helical	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	1209962	Pneumocystis jirovecii SE8	1209962:000d00	L0PCW3	Armadillo-like helical	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	1209962	Pneumocystis jirovecii SE8	1209962:000ce2	L0PC43	Armadillo-like helical	NA
EOG092C00Q9	Ribosomal protein L19/L19e	4751	1209962	Pneumocystis jirovecii SE8	1209962:00092f	L0PE72	Armadillo-type fold	NA
